"","url","Agency","Job_Category","Description","Location","Last_Date_to_Apply","Qualifications","Salary","Contact_Person","Contact_eMail","Website","Contact_Phone","Start_Date"
"332","http://wfscjobs.tamu.edu/jobs/habitat-restoration-residential-internship-california/","Salmon Protection and Watershed Network","Internships","Starting November 2016
Full Time- minimum 40hrs a week
Shared housing provided- 2 per room
Opportunity to volunteer at food bank in exchange for weekly groceries
Position Description:
SPAWN is offering a Habitat Restoration Internship to assist with planning, implementation, monitoring, and maintenance of habitat restoration projects in the Lagunitas Creek Watershed starting in November 2016. Under supervision from SPAWN staff, the Habitat Restoration Intern will be responsible for assisting with native plant propagation and out-plating, irrigation and watering, restoration site preparation, recruiting and training volunteers, data collection and entry, and project management. The intern will gain technical skills in stream and riparian restoration practices, vegetation monitoring, and volunteer management. Beyond working in habitat restoration interns will all learn about the dynamic inner workings of a non-profit. This includes fundraising, community development, outreach, database management, and campaign support.
Responsibilities Include:
Habitat Restoration: assist SPAWN staff with planning, design, implementation, and monitoring of riparian restoration projects including native plant propagation and out-plating, irrigation and watering, restoration site preparation, data collection and entry, and project management
Volunteer Outreach and Management: recruit and train volunteers to assist with habitat restoration projects.
Fundraising and community development
Native Plant Nursery Management
Press and Media Outreach
Some evening lectures and advocacy events required
Campaign development and support
About Turtle Island’s SPAWN Program:
SPAWN works to protect imperiled salmonids, countless other species, and their habitat in the Lagunitas Watershed, West Marin County, Calif. This watershed supports one of the largest populations of endangered coho salmon in California, and also maintains populations of threatened steelhead trout and endangered freshwater shrimp. SPAWN bases their community restoration, research, education, outreach and advocacy efforts on science-based conservation principles.","Olema, CA","10/30/2016","Qualifications and Skills Desired:
Experience in native (and exotic) plant identification
Interested in stream/ riparian restoration practices
Experience collecting, entering, and organizing biological data
Experience in volunteer management
Experience with Microsoft Access and Excel
Strong written and verbal communication skills
Ability to communicate effectively to members of the public
Ability to work independently and organize oneself
Ability to use PC or Mac proficiently (Windows Office)
Driver’s license (own vehicle a plus)
Ability to project a positive image with community
Organization skills with attention to detail.
Please email a resume and cover letter for the Habitat Restoration Internship to catie@tirn.net.","n/a","Catie CLune","catie@tirn.net","https://seaturtles.org/internships/habitat-restoration-internship/?preview_id=4660&preview_nonce=ebd66a81b3&preview=true",NA,"11/01/2016"
"333","http://wfscjobs.tamu.edu/jobs/climate-and-redwood-internship-california/","Salmon Protection and Watershed Network","Internships","SPAWN is offering a Climate and Redwoods Internship to assist with planning, implementation, monitoring, and maintenance of habitat restoration projects in the Lagunitas Creek Watershed starting in October 2015. Under supervision from SPAWN staff, the Climate and Redwood Intern will be responsible for assisting with native plant propagation and out-plating, irrigation and watering, restoration site preparation, recruiting and training volunteers, data collection and entry, and project management. The intern will gain technical skills in stream and riparian restoration practices, vegetation monitoring, and volunteer management. Beyond working in habitat restoration interns will all learn about the dynamic inner workings of a non-profit. This includes fundraising, community development, outreach, database management, and campaign support.
Responsibilities Include:

Habitat Restoration: assist SPAWN staff with planning, design, implementation, and monitoring of riparian restoration projects including native plant propagation and out-plating, irrigation and watering, restoration site preparation, data collection and entry, and project management
Volunteer Outreach and Management: recruit and train volunteers to assist with habitat restoration projects.
Fundraising and community development
Native Plant Nursery Management
Press and Media Outreach
Some evening lectures and advocacy events required
Campaign development and support
Building on the historic 2015 Paris Climate Change Agreement ratified by 195 nations, Turtle Island has launched the 10,000 Redwoods Project, which provides an innovative way for individuals, schools and businesses to directly engage in the climate change challenge through the simple act of planting trees to sequester carbon.

Redwood trees store more carbon per hectare than any other tree on Earth. Coastal redwood trees sequester triple the above ground carbon of any other type of tree, making them a key player in mitigating climate change. We know carbon is stored in redwood trunks, but amazingly soils and roots store even more!

Due to overharvesting, only five percent of the original old-growth coast redwood trees remain, and they are listed as “endangered” by the International Union for Conservation of Nature. The loss of coastal redwoods in California also impacts critically endangered coho salmon and other species.

The fact that redwoods are fast growing, massive, long-lived, rot resistant, easy to cultivate, and awe-inspiring, make them the ideal icon for action on climate change.

The 10,000 Redwood Project was developed to support our project restoring endangered coho salmon in northern California, called SPAWN:

SPAWN (Salmon Protection and Watershed Network) works to protect imperiled salmonids, countless other species, and their habitat in the Lagunitas Watershed, West Marin County, Calif. This watershed supports one of the largest populations of endangered coho salmon in California, and also maintains populations of threatened steelhead trout and endangered freshwater shrimp. SPAWN bases their community restoration, research, education, outreach and advocacy efforts on science-based conservation principles.","Olema, CA","10/30/2016","Qualifications and Skills Desired:

Experience in native (and exotic) plant identification
Interested in stream/ riparian restoration practices
Experience collecting, entering, and organizing biological data
Experience in volunteer management
Experience with Microsoft Access and Excel
Strong written and verbal communication skills
Ability to communicate effectively to members of the public
Ability to work independently and organize oneself
Ability to use PC or Mac proficiently (Windows Office)
Driver’s license (own vehicle a plus)
Ability to project a positive image with community
Organization skills with attention to detail.
Please email a resume and cover letter for the Climate and Redwoods Internship to catie@tirn.net.","n/a","Catie Clune","catie@tirn.net","https://seaturtles.org/internships/climate-and-redwood-internship/",NA,"11/01/2016"
"334","http://wfscjobs.tamu.edu/jobs/fisheries-technician-1-life-cycle-monitoring-16-769-california/","Pacific States Marine Fisheries Commission","Temporary/Seasonal Positions","This position is located in Fort Bragg, CA

Apply online at: http://www.psmfc.org/psmfc-info/careers/career-search

PACIFIC STATES MARINE FISHERIES COMMISSION POSITION DESCRIPTION

ALL JOBS WILL BE REMOVED AT MIDNIGHT (EASTERN TIME) ON THE CLOSING DATE
(9:00PM (PACIFIC TIME) THE DAY BEFORE THE CLOSING DATE). 
NO APPLICATIONS WILL BE ACCEPTED ONCE THE JOB IS REMOVED.

Title:   Fisheries Technician 1- Life Cycle Monitoring

Anticipated Start Date:  November 7, 2016 (or sooner)                    

Position/Project Specifics: 

Pacific States Marine Fisheries Commission is seeking 3 highly motivated individuals to assist the California Department of Fish and Wildlife and Lyme Redwood Forest Company to continue a long term Life Cycle Monitoring Program for assessing California's Coastal Salmonid abundance trends, primarily focused on Pudding Creek.
Primary responsibilities include performing spawning ground surveys, operating adult migrant weirs, traps, and counting structures, maintaining PIT tag arrays, operating screw traps and fyke net traps, PIT tagging juvenile salmonids, and collecting clean and accurate data following strict protocols.
 
We need reliable, motivated, energetic, observant individuals with the ability to identify and handle salmonids of all life stages.  Candidates must be able to hike up to 10 miles a day, in remote areas, over rough terrain, and in adverse weather.  They must be able to lift up to 50 lbs, perform strenuous field work, orient themselves using topo maps and GPS units, operate 4wd vehicles and ATV's, and follow strict field and safety protocols.  Since there are multiple agencies, technicians, and biologists involved with the project, candidates must have very good interpersonal skills and an overall positive attitude. We are looking for team-players.
 
This position will start November 7 (or sooner), and will go through the end of May 2017. In general we work Monday - Fridays, but some holiday and weekend work will be required.

***This position requires a valid driver's license and all offers of employment will be contingent upon passing a driving records check.***

Essential Functions:  (The functions listed below are characteristic of the type and level of work associated with this group and pay band.  They are not all-inclusive. Individual positions may perform some or all, as well as other similar work.)

Participate in survey crews that conduct regional fishery presence/absence research, recreational/commercial fishing surveys, anadromous fish escapement surveys (carcass, redd, trap/weir, snorkel, etc.), or tag detection and mark recovery surveys. Make standardized observations such as species identification, length, weight, behavior, growth, survival, reproductive condition, and/or signs of parasites, diseases or pathogens, fin clips or tags. 
Collect and organize biological and habitat samples and collections (such as scales, otoliths, ageing structures, other tissues, water quality, etc.). 
Support watershed and stream assessments by working as part of a field team that performs habitat surveys. Includes road inventories, stream habitat inventories, channel typing, habitat typing, woody debris and riparian inventories. 
Summarize and input biological or habitat data on field forms, electronic data loggers, and/or desktop computers. May assist with preliminary data summaries and analyses, technical report writing, or database management.
At the lower end of the range, employees use knowledge of basic arithmetic, reading, writing, and data collection to perform routine or repetitive tasks.  
At the upper end of the position range, employees use knowledge of the basic principles and protocols of fish biology to make readings, measurements, and observations; execute tests; collect samples, etc.   If complex equipment systems are operated, the employee has the knowledge to perform calibrations or adjustments to achieve desired results.  
Additional Mandatory Skills:                                              

carcass and redd surveys
electronic detection technol.                
able to swim                            
lift 40 - 50 lbs.
valid driver's license
hiking                                                  
operate GPS
habitat typing                                      
habitat monitoring                  
fish species ID skills                
using fish keys 
operate handheld data recorder          
compile and collect neat and accurate data    
specific software skills (spreadsheet, word processing, database, GIS, statistical)
oral communication skills                   
written communication skills
repair & maintain equipment
At the lower end of the range, the supervisor or higher graded employee assigns specific tasks and provides clear, detailed, and specific instructions on the methods to be used in completing those tasks.  An experienced employee is available to solve problems that might arise. 

At the upper end of the range, the employee receives daily, weekly, or even monthly directions and is expected to independently perform the recurring work. Within established procedures, the employee independently performs tasks sequences.  Direction is available when technical or procedural problems are encountered.  

In all cases, supervisors review overall project progress to insure that the employee works effectively and produces a high quality end product.

Physical Demands:

Demands can range from moderate --where there is walking, climbing stairs and ladders, reaching, lifting, bending, and strenuous sweeping-- to rigorous.  In the latter case, the incumbent must be able to handle buckets of water or gear weighing up to 50 pounds.  Long daily periods of hiking, carrying equipment, swimming, and/or standing may be required.  Some work requires the ability to maintain footing in fast-moving water.  

Work Environment:

A portion of the work is performed in an office setting with adequate lighting, heating and ventilation.  The majority is performed in fish processing labs, fish holding areas, and/or in the field.  Incumbents may work on narrow, elevated walkways and platforms that are over or adjacent to water.  Field work involves exposure to all types of weather, slippery rocks, trails, irregular terrain, insects, poison oak, rough or fast-moving water, or cold water temperatures.","Fort Bragg, CA","09/01/2016","Minimum Qualification Requirements: 
A range of experience and education may be presented.  At the lower end of the range, candidates must present six months of General Experience* OR one year of education above the high school level that included at least six semester hours in any combination of scientific or technical courses.  An equivalent combination of experience and education is also qualifying. 

At the upper end of the range, candidates must present one year of Specialized Experience** OR a 4-year course of study above high school leading to a bachelor's degree with a major or at least 24 semester hours of coursework in any combination of scientific or technical courses.  An equivalent combination of experience and education is also qualifying. 

*General Experience is (1) any type of work that demonstrates the applicant's ability to perform the work of the position or (2) experience that provided a familiarity with biological sciences or the processes of the biological sciences.

**Specialized Experience is experience that equips the applicant with the knowledge, skills, and abilities to perform successfully the duties of the position and is typically in or related to the work of the position being filled
--------------------------------------------------------------------------------

Pacific States Marine Fisheries Commission is an Affirmative Action (AA) and Equal Employment Opportunity (EEO) employer and welcomes all qualified applicants. Applicants will receive fair and impartial consideration without regard to race, sex, color, religion, national origin, gender identity, age, mental or physical disability, sexual orientation, veteran status, genetic data, or other legally protected status. 

 

If you have a disability and need assistance completing the application form, you may call the PSMFC human resources office at (503) 595-3100 between the hours of 8 a.m. and 5:00 p.m. PST, Monday-Friday. Reasonable accommodations for interviews will be provided upon request to individuals with disabilities.

 

We maintain a drug-free workplace.","14.00/hour","Tiffany Schillereff","recruit@psfmc.org","http://www.psmfc.org/psmfc-info/careers/career-search",NA,"11/07/2016"
"335","http://wfscjobs.tamu.edu/jobs/archaeologist-california/","USDA Forest Service","Full time Positions","The Shasta-Trinity National Forest is seeking a dynamic, innovative self-starter to join the South Fork Management Unit. The duty location is Hayfork, California.  
If interested in being considered for this position, please send completed outreach form to
 Tom Hall at thall@fs.fed.us or Frances Lindquist at franceselindquist@fs.fed.us     
by August 26, 2016

Duties:  Employee serves as the Archaeologist responsible for inventory, evaluation and management of the Heritage Resources Program, including determination of effects of projects on cultural resources for the South Fork and Trinity River Management Unit.

•	Develops, coordinates and implements the Heritage Resources Program including development of long-range objectives, integration with resource activities and establishment of priorities.
•	Plans, directs, coordinates and executes surveys for and monitoring of archaeological and historical sites. 
•	Evaluates archaeological and historical sites and recommends eligibility.
•	Consults with recognized Indian Tribes and other interested parties concerning proposed projects.
•	Prepares technical reports for NEPA analysis and Section 106 compliance.
•	Responsible for stewardship enhancement and public interpretation of heritage resources.
","Shasta-Trinity National Forest Hayfork, California","August 26, 2016","Copy, Paste, Fill Out, Submit

SHASTA-TRINITY NATIONAL FOREST
Outreach Response Form
Archaeologist GS-0193-09/11
Hayfork, California
Please submit outreach response by August 26, 2016 to
Tom Hall at thall@fs.fed.us or phone 530-440-4112


NAME:


EMAIL ADDRESS:


MAILING ADDRESS:


TELEPHONE NUMBER:


CURRENT EMPLOYER: 


CURRENT REGION/FOREST/DISTRICT:  


TYPE OF APPOINTMENT:  


 (IF USFS) SERIES AND GRADE:


CURRENT POSITION TITLE:


HOW DID YOU HEAR ABOUT THIS OPPORTUNITY? 

IF NOT A CURRENT PERMANENT (CAREER OR CAREER-CONDITIONAL) EMPLOYEE, ARE YOU ELIGIBLE TO BE REHIRED UNDER ANY OF THE FOLLOWING SPECIAL AUTHORITIES?


PERSONS WITH DISABILITIES


VETERANS RECRUITMENT ACT


DISABLED VETERANS WITH 30% COMPENSABLE DISABILITY


VETERANS EMPLOYMENT OPPORTUNITIES ACT OF 1998


FORMER PEACE CORPS VOLUNTEER


PATHWAYS STUDENTS PROGRAM


OTHER:
THANK YOU FOR YOUR INTEREST IN OUR VACANCY!
USDA FOREST SERVICE IS AN EQUAL OPPORTUNITY PROVIDER AND EMPLOYER.
",NA,"Tom Hall","thall@fs.fed.us",NA,"530-440-4112",NA
"336","http://wfscjobs.tamu.edu/jobs/fisheriesspray-tech-texas/","www.lochowranch.com ","Temporary/Seasonal Positions","Fisheries/aquatic vegetation management technicians needed to help conduct invasive aquatic plant control.  Airboat experience helpful but not required.  Seasonal full time positions available.  Must be able to travel on weekdays. Lodging and transportation provided.  Good pay and great work environment.

Please contact Jason Chapman for more information @ 512-788-2149.
",NA,"9/5/2016",NA,NA,"Jason Chapman","jchapman@lochowranch.com","http://www.lochowranch.com ","(512) 788-2149 ",NA
"337","http://wfscjobs.tamu.edu/jobs/video-producereditor-maryland/","Integrated Systems Solutions, Inc.","Full time Positions","Duration:  Two years 
Bachelor's Degree in Media Production preferred
Highly desired:  Ability to shoot video and operate sound in the field and design and produce artful infographics and 2D animations
Work to be performed at a Federal government facility

Integrated Systems Solutions, Inc. is seeking a talented/motivated content creator who is mission driven to support the National Ocean Service's Ocean Today video program.
 
The following general talents/duties are required, but are not limited to:
 Performing end-to-end video editing, from raw footage through finished product​
 Performing color correction
Working directly with the Executive Producer to provide support and counsel on storyline development
 Adding open and closed captions
 Performing audio mixing
Seek out and manage voice-over talent in the recording of narration to support videos
Use existing footage, digitize and log all video content within established guidelines
 Manage all video assets, digital archives, and storage of these assets using CatDV software
 Experience with Adobe Creative Cloud software (Premiere Pro, After Effects, Photoshop etc.)
 Export all videos into multiple formats for distribution to a range of digital platforms
 Troubleshoot technical issues with post-production systems and equipment
 Provide a text transcript in Microsoft Word or PDF format for both video and audio file formats
Highly organized, motivated.
​Excellent communicator with an ability work in a collaborative environment
Must be willing to submit to background investigation
Please submit your résumé in MS Word format when responding
EEO and drug-free workplace
http://www.eeoc.gov/employers/upload/poster_screen_reader_optimized.pdf
http://www.dol.gov/ofccp/regs/compliance/posters/pdf/OFCCP_EEO_Supplement_Final_JRF_QA_508c.pdf
Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status
Anyone requiring assistance with the application process may contact hr@issmgmt.com or 703.831.7225
All applications will be held for 30 days following closure of posting","Silver Spring, MD","9/5/2016",NA,"Based on level of experience",NA,NA,"https://issmgmt.catsone.com/careers/index.php?m=portal&a=details&jobOrderID=7905736",NA,NA
"338","http://wfscjobs.tamu.edu/jobs/postdoc-in-large-mammal-ecology-university-of-wyoming/","University of Wyoming","Post Doctoral Appointments","We are seeking an ambitious and hard-working PhD student or Postdoc to lead a project to assess the potential carrying capacity for the endangered Sierra Nevada Bighorn Sheep.  The student will be part of a collaborative study led by the Haub School of Environment and Natural Resources at the University of Wyoming in collaboration with California Department of Fish and Wildlife.  The goal of the project is to better define range capacity for recovery units of Sierra Nevada bighorn sheep to yield estimates of potential population size from a bottom-up perspective based on available resources. Although subject to modification, the anticipated approach will be integrative and follow four key steps: 1) reclassify alpine habitat on a fine spatial resolution to provide better estimates of available forage; 2) create new models of habitat selection based on reclassified habitat and as a function of migration status; 3) evaluate nutritional underpinning of demographics and nutritional status of populations; 4) couple the results of steps 1–3 to identify capacity of recovery units to support bighorn sheep to ultimately yield an estimate of potential population size.  This effort will fill an important gap in our understanding of the species biology, producing publishable scientific results of immediate relevance to managers. Improving our understanding of the potential for growth in extant and extirpated Sierra bighorn herds will provide managers with a rigorous biological basis for prioritizing future management efforts and recovery goals for this species.
Preference will be given to applicants with (1) a MSc degree (or PhD for Postdocs) in ecology, wildlife biology, conservation biology, or a related discipline, (2) previous experience in field-based research in wildlife ecology, (3) strong quantitative and GIS skills and the ability to manage large spatial datasets, (4) solid written and oral communication skills, (5) a demonstrated ability to work independently and as a collaborative team member, and (6) a desire to conduct research grounded in ecological theory with direct relevance to management of ungulates.","Laramie, WY","12/30/2016","A competitive graduate assistantship will be provided, which will include an annual stipend of about $23,000, tuition, and benefits ($35K plus benefits for postdoc) for the duration of the research.  The position will be housed in the Haub School of Environment and Natural Resources, and Wyoming Cooperative Fish and Wildlife Research Unit within the Department of Zoology and Physiology at the University of Wyoming.  Ideally the candidate will start by autumn 2016, but an alternative start date would be considered for the right candidate.  The candidate will be advised by Dr. Kevin Monteith. 

To apply please send in a single pdf, 1) a cover letter outlining your interests, experience, career goals, and relevance of this project, 2) a CV, 3) GRE scores, 4) transcripts (unofficial are ok), and 5) contact information for three references to Dr. Kevin Monteith via email at kevin.monteith@uwyo.edu with the subject: Sierra Sheep Project.  Review of applicants will begin immediately and continue until a suitable applicant is found.","35K plus benefits","Kevin Monteith","kevin.monteith@uwyo.edu","http://wyocoopunit.org/labs/monteith-shop","307-766-2322","01/01/2017"
"339","http://wfscjobs.tamu.edu/jobs/phd-assistantship-in-large-mammal-ecology-university-of-wyoming/","University of Wyoming","Graduate Assistantships","We are seeking an ambitious and hard-working PhD student or Postdoc to lead a project to assess the potential carrying capacity for the endangered Sierra Nevada Bighorn Sheep.  The student will be part of a collaborative study led by the Haub School of Environment and Natural Resources at the University of Wyoming in collaboration with California Department of Fish and Wildlife.  The goal of the project is to better define range capacity for recovery units of Sierra Nevada bighorn sheep to yield estimates of potential population size from a bottom-up perspective based on available resources. Although subject to modification, the anticipated approach will be integrative and follow four key steps: 1) reclassify alpine habitat on a fine spatial resolution to provide better estimates of available forage; 2) create new models of habitat selection based on reclassified habitat and as a function of migration status; 3) evaluate nutritional underpinning of demographics and nutritional status of populations; 4) couple the results of steps 1–3 to identify capacity of recovery units to support bighorn sheep to ultimately yield an estimate of potential population size.  This effort will fill an important gap in our understanding of the species biology, producing publishable scientific results of immediate relevance to managers. Improving our understanding of the potential for growth in extant and extirpated Sierra bighorn herds will provide managers with a rigorous biological basis for prioritizing future management efforts and recovery goals for this species.
Preference will be given to applicants with (1) a MSc degree (or PhD for Postdocs) in ecology, wildlife biology, conservation biology, or a related discipline, (2) previous experience in field-based research in wildlife ecology, (3) strong quantitative and GIS skills and the ability to manage large spatial datasets, (4) solid written and oral communication skills, (5) a demonstrated ability to work independently and as a collaborative team member, and (6) a desire to conduct research grounded in ecological theory with direct relevance to management of ungulates.","Laramie, WY","12/30/2016","A competitive graduate assistantship will be provided, which will include an annual stipend of about $23,000, tuition, and benefits ($35K plus benefits for postdoc) for the duration of the research.  The position will be housed in the Haub School of Environment and Natural Resources, and Wyoming Cooperative Fish and Wildlife Research Unit within the Department of Zoology and Physiology at the University of Wyoming.  Ideally the candidate will start by autumn 2016, but an alternative start date would be considered for the right candidate.  The candidate will be advised by Dr. Kevin Monteith. 

To apply please send in a single pdf, 1) a cover letter outlining your interests, experience, career goals, and relevance of this project, 2) a CV, 3) GRE scores, 4) transcripts (unofficial are ok), and 5) contact information for three references to Dr. Kevin Monteith via email at kevin.monteith@uwyo.edu with the subject: Sierra Sheep Project.  Review of applicants will begin immediately and continue until a suitable applicant is found.","23K plus tuition and benefits","Kevin Monteith","kevin.monteith@uwyo.edu","http://wyocoopunit.org/labs/monteith-shop","307-766-2322","01/01/2017"
"340","http://wfscjobs.tamu.edu/jobs/biological-science-technician-south-carolina/","USDA Forest Service","Full time Positions","The Francis Marion and Sumter National Forests will soon advertise for a full time Biological Science Technician position on the Enoree Ranger District in Whitmire, South Carolina.  This notification is being circulated to inform prospective applicants of this upcoming opportunity and to determine interest in the position.  

Interested applicants should complete the attached Response Form and submit to Carrie Miller at 20 Work Center Road, Whitmire, SC 29178.  For more information about this position contact Carrie Miller at (803) 321-2986.


PRIMARY DUTIES            

At full promotion potential this position provides technical advice and leadership for botanical and wildlife programs.  This includes gathering, compiling, and analyzing data to determine plant and wildlife habitat and management needs.  Assesses habitat quality and quantity. Interprets biological requirements for plants and wildlife species and their habitats.  Inventories and monitors habitat, and in some cases, populations.  Determines need for and recommends improvement projects.  Studies and recommends solutions to special coordination problems involving plant and wildlife habitat and resource protection.

Designs and conducts botanical and wildlife surveys in cooperation with State and Federal agencies and appropriate non-government organizations.  This includes gathering information for management plans, surveying botanical and wildlife resources, mapping and evaluating habitat, determining habitat and soil disturbance, and making joint recommendations for habitat development or restoration.

Coordinates botanical and wildlife management with timber, recreation, and other resources programs.

Prepares botanical and wildlife input for environmental analysis reports.  Develops biological evaluations/biological assessments for review by biologists.

Recommends, prepares, and reviews annual operating plans and budgets for botanical and wildlife improvement projects in consideration of biological needs, project standards, and the needs of other resources.  As a member of the biological activity teams, determines budget and work priorities and develops Forest priorities. 

Serves as project crew or field leader for botanical and wildlife projects.  Prepares, plans, and coordinates the work of contractors, seasonal employees, or volunteer crews. Serves as a Contracting Officer’s Representative on biological contracts. 

Participates on interdisciplinary teams as member in all aspects of natural resource management.  Evaluates benefits of identified projects and recommends priorities to management.  Prepares National Environmental Protection Act (NEPA) documents.

Identifies opportunities for potential partnerships with other Federal, state, and private organizations to implement biological projects.  Establishes contacts and actively pursues partnerships with potential cooperators for biological projects.  Provides technical input in the development of cooperative agreements.
","Francis Marion & Sumter National Forests  Enoree Ranger District Whitmire, SC ","August 26, 2016","Copy, Paste, Fill out, Submit

OUTREACH RESPONSE FORM
Biological Science Technician (wildlife)
GS-0404-7/8/9
FRANCIS MARION & SUMTER NATIONAL FOREST
If you are interested in this position and will likely be applying for it, please complete this form and return it to Carrie Miller at 20 Work Center Road, Whitmire, SC 29178 or email to carriemmiller@fs.fed.us; by August 26, 2016.
Name: 


Current Agency/Region/Forest/District: 

Current Position Title: 

Current Series and Grade:  

Email Address:

Mailing Address: 

Telephone Number: 

Education: 

Brief statement of how you think your experience/education meets the duties and basic qualifications of the outreach position.

















Thank you for your interest
",NA,"Carrie Miller","arriemmiller@fs.fed.us",NA,NA,NA
"341","http://wfscjobs.tamu.edu/jobs/forestry-technician-recreation-missouri/","USDA Forest Service","Full time Positions","Duties include: 
The Developed Recreation Technician is primarily responsible for District’s administrative facilities and recreation sites maintenance or repairs and associated needed improvements, including overseeing small construction projects, and responsible for leading 2-4 temporary employees during the high visitor use months. The Technician applies conventional, technical and administrative solutions to a variety of recreation-related problems, such as site care and maintenance, policing, and recreation resource protection.  They function as Collection Officer with primary enforcement responsibility of the District Fee Collection Plan and serve as a Forest Protection Officer enforcing compliance to the regulations associated with occupancy and use on the National Forest. The technician manages the developed recreation INFRA database to help define and assess recreation present and future conditions and would perform area safety analyses of public use sites which include performing tests to comply with MDEQ protocol on all District potable water systems and swimming beaches. Additionally, they may assist in the administration of special-use applications and performing compliance checks and inspections on existing permit holders or assist in recommending upgrades to improve developed and dispersed recreation sites. 

The successful candidate will have the ability to communicate in writing and verbally with internal and external partners. An ability to work in a team environment is critical to success in the position. The Forestry Technician is expected to be able to handle working at a desk and understand basic use of a computer as well as enduring field work involving moderate to arduous exertion, driving on dirt roads or traversing cross-country, endure inclement weather and challenging terrain while transporting needed equipment and supplies to worksites. During the high visitor use season the Forestry Technician is expected to work weekends and holidays.
","Huron-Manistee National Forests, Mio Ranger District, Mio, Michigan","September 3, 2016","Desired qualities include:
•	Knowledge of recreation management, recreation special uses, basic building facility maintenance or repair, hand tool and power equipment use as well as tolerate exposure to unpleasant odors.  
•	Skill in written and verbal communication.
•	Ability to work collaboratively with a variety of individuals, organizations, and agencies in a team environment.
•	Capacity to work independently.

For questions regarding this position, contact Bob Magon via telephone 989-826-3252 x 3313 or email bmagon@fs.fed.us.  If interested in this position, please respond to the outreach in the outreach database:  https://fsoutreach.gdcii.com/?id=E3FB641DDA154F7BB3623C938AE12B46",NA,"Bob Magon","bmagon@fs.fed.us","https://fsoutreach.gdcii.com/?id=E3FB641DDA154F7BB3623C938AE12B46","989-826-3252 x 3313",NA
